id,x_e_out [-]
4,-0.008599853064114517
7,-0.09280522384455117
10,-0.04019790222502568
12,0.005511806947719436
23,0.04157236346516763
27,-0.12443785797559634
34,0.08155311102720281
36,-0.08879231967778209
39,-0.04096686873825469
43,-0.1290708320072239
44,-0.052531907712017406
45,-0.10671643666835699
50,0.022435103187514703
56,-0.1061692767781493
57,0.0811344642753179
60,0.05301354854153627
62,0.0638887394870981
68,-0.07413376774068633
70,0.0977808508854559
74,0.04990332055959114
75,-0.0097235907556487
76,-0.05402807523947779
78,-0.05893437375456725
81,0.057075070746755587
85,0.09582660449688028
93,-0.024308319147424057
95,0.07407957223072537
97,0.06185700369369038
99,0.06427871896046161
112,-0.044831827430412564
116,-0.07594319727380203
119,0.09290257058853374
120,0.016717606566724306
122,-0.020649125365501505
127,-0.14678310870248798
137,0.06789502662591128
143,-0.010339067899127058
146,-0.038129762641255255
148,0.06322410061676507
149,-0.11828692276743301
150,-0.09579619336199507
155,0.06446059577110061
161,-0.04655942438835746
164,-0.014333122312863659
168,0.02773555897672875
171,-0.014040949333906627
177,-0.13543663748276866
182,-0.04600002859052288
183,0.013943984478440119
185,-0.07102075742953404
186,-0.0712539010327291
188,0.035975102994796795
190,-0.04278975299872052
192,0.020045522885503816
200,-0.05384712734678875
203,0.08334727489690139
204,0.0013734122733164615
206,0.05058596880096075
207,0.007113084464125032
209,0.03547686497937555
210,-0.058302445376015574
211,0.043005468080105955
214,-0.043366795479603086
215,0.09772950343273859
216,0.02611997178498755
218,0.06328683250359132
221,0.060033889665915455
223,0.08634505660732879
227,0.0828561157096673
233,-0.026811745618520927
237,-0.10373210833335451
240,-0.09686309097539274
241,0.040623254048443275
245,0.03763717462355988
249,-0.05524006866942392
254,-0.03253070538308036
258,0.003788837093401968
260,0.08209586519447568
261,-0.1275684155466171
268,-0.07036213539532549
271,0.10836513515776547
273,0.08382380429981645
280,0.06849899704943058
282,0.07920186384992797
285,0.008751291551957249
288,-0.02130885303163257
