id,x_e_out [-]
4,0.000943207434983029
7,-0.09500587806438592
10,-0.05720600474095603
12,-0.009452703036233351
23,0.041710738763794
27,-0.10745371893299009
34,0.06958974158400395
36,-0.09261575150987628
39,-0.05466951270291739
43,-0.13202176744117775
44,-0.021015990713387358
45,-0.11485886675544761
50,0.018714401872837006
56,-0.11262773034304631
57,0.07289207728510451
60,0.029364680521776182
62,0.06432848123797211
68,-0.03416719720588569
70,0.07097278097739744
74,0.04834723384339359
75,-0.010457161151022062
76,-0.05483277412593013
78,-0.05796933777590025
81,0.056174921643563934
85,0.10131391201150415
93,-0.02208548877778452
95,0.07315279582645298
97,0.06859584636774592
99,0.06395819787364414
112,-0.016403571818555396
116,-0.0742959609118714
119,0.09442653276593153
120,0.00334015656076588
122,-0.028921020137577535
127,-0.13042014047476366
137,0.07572083607830966
143,-0.0218660843122753
146,-0.04098026910060112
148,0.05729664126518693
149,-0.09549798059657917
150,-0.10390588512393817
155,0.06319787268853108
161,-0.04715548491036856
164,-0.006579198417324099
168,0.026565919714436212
171,0.016053652570116674
177,-0.14875583530046657
182,-0.047670589567431726
183,0.00739516334596968
185,-0.08368732888397092
186,-0.0590423665072304
188,0.03910618651476042
190,-0.043836156388969254
192,0.014219633995075887
200,-0.05117539780554298
203,0.08639392546007003
204,0.001272645339565336
206,0.0499453883893064
207,0.010419445585832248
209,0.048375519170710306
210,-0.05345424042984964
211,0.05293172047098551
214,-0.0391532729120355
215,0.10130792732490379
216,0.040467732419637754
218,0.07953770652186873
221,0.062147974723979656
223,0.0778877700464203
227,0.07734229387404962
233,-0.011950177107521102
237,-0.11479572266213021
240,-0.09546537193895988
241,0.042421912805157495
245,0.04103589516772164
249,-0.04428134179368943
254,-0.01671020306954446
258,0.025203824171008013
260,0.07239807277525163
261,-0.1282640180465614
268,-0.07252277543892124
271,0.10895019399931814
273,0.08887191529935334
280,0.07293675194266414
282,0.07319089959358552
285,0.0038054645488452238
288,-0.020504924763267377
292,0.05894075497063917
293,-0.10291299701261046
294,-0.0931980772192121
296,0.013471294260281604
303,0.0872395400812206
305,-0.10527094998553373
306,0.02957497643565421
308,0.02949743643181929
316,-0.00536815712124622
317,0.0634350838081223
319,0.07341423616694552
321,0.038491471554586744
322,0.03382401669773655
326,0.0755180022055925
327,0.09336935014770605
330,-0.14080144707859793
333,-0.05417400177736184
338,0.10482807814905064
339,0.06322605655360854
340,0.04931883344634513
341,0.09498413823758954
342,0.040381543870907116
347,0.08115980002567877
348,-0.025421649630807477
352,0.03517359842231759
355,-0.04603298939186106
358,-0.019555129153260367
361,0.01077703582916322
362,0.0232800070825039
364,0.00371773572159409
369,-0.0498899586552451
371,0.02048182816874942
381,0.11498921035558164
383,0.04961901707284685
387,0.04190638484409578
389,-0.0167812730330557
397,0.030632011069948107
400,-0.06261373982410888
402,0.0376478918803497
403,-0.03629146556648101
407,-0.0894996598297656
415,-0.05562160347945174
417,-0.05174041403109517
426,0.04702564993572122
429,0.1043454275715217
432,0.05866136664659036
434,0.03150917786253179
438,0.03058190076335653
440,0.020634320998729267
441,0.07667597848132435
449,-0.012799527596050533
450,-0.03841814523559703
455,-0.054095744443030745
456,-0.03630709636815743
458,0.034322075531335684
459,0.03082885195294693
460,0.10659374638760734
461,-0.018840638611347053
462,0.10988839628236753
466,-0.22127274848316983
468,0.013246192034047843
469,0.05167714935522053
472,0.03919070134876141
475,0.011909398048446351
477,-0.06719861965629229
479,-0.05073357178853225
486,-0.08413992622784477
487,0.06572814065974866
488,-0.11397795417379891
489,0.036704710856950984
491,0.09775421745603184
495,0.029916747154323686
502,0.06846877737707215
503,-0.06228360220803301
504,0.07522275643541387
506,-0.042945440738024775
510,0.014449938051147708
511,0.005503368423861761
513,0.07229574126272233
515,0.011697063726605346
516,-0.08195621954290862
517,0.02616803736694426
521,-0.05280795413567047
522,-0.043312979063432566
525,0.05899640297930913
527,-0.03180960630073381
530,-0.07280497964315005
531,0.07181730967240732
534,0.0944490869088641
539,0.06466614754227505
541,-0.049557579008605884
542,0.016937431770558616
545,-0.02840681216344018
555,-0.05834134770221091
559,0.018016797140984368
562,0.11333210134472549
567,0.012322363483449353
570,-0.004334564655574757
571,0.004050660408688759
574,0.021257506763631445
578,0.12617484880156482
579,0.04099284143035708
582,0.057331406512635234
584,0.035362574812998815
588,-0.1250739368548894
594,0.06262068695338724
596,-0.056515959467702055
601,-0.09454508660536143
606,0.011280526027849761
608,-0.0328184598405882
609,0.05975199960014722
610,-0.04757679864083845
611,0.10959487253297541
616,0.06787118648365414
619,-0.03986283940714242
620,-0.03838904388083749
621,-0.014109572459839126
623,-0.08319358972799205
627,0.0796123446365747
628,-0.013485812744219528
630,-0.03443505002280514
631,0.008224452093370511
633,0.07851326190893221
642,-0.021690307128609504
645,-0.08586425503609052
647,-0.037554122804166694
649,-0.17567243601127633
650,-0.049918320771401896
651,0.00708201128776087
652,0.05063817476282051
657,-0.03420087983111364
658,-0.0269800169876951
663,0.030484263282123582
667,0.04379607928570308
671,0.0308822851450382
674,-0.06131571619802698
677,0.12854610414514825
685,0.011340916260128163
686,0.08097731268811442
688,-0.0439321279646241
689,-0.04570111261381867
690,0.04595405525830957
693,-0.018504093235867866
695,0.05903234241193653
699,-0.09452543675055436
702,0.029905297612430454
705,-0.03580653876382578
706,0.030823110848904784
713,0.05777067443661684
714,0.15058126607727065
721,0.06834404247429093
724,0.04424276969251886
730,0.05750574859778632
731,-0.15736624301317767
733,0.09805263663097225
734,0.0016137096928323224
737,-0.009691590692363194
740,-0.11861225969608864
743,-0.15774172548059104
748,0.1256960261558452
749,0.04688676412880168
750,-0.1134063330786645
752,-0.0034840519144044625
754,-0.030701700256590664
759,-0.06516400531663862
760,0.11515237333679633
769,0.04234704321047308
