id,x_e_out [-]
4,-0.0023592239387032676
7,-0.09811641891079237
10,-0.049518534514688115
12,-0.004898432247364969
23,0.041247658387587746
27,-0.10295075995617196
34,0.07678591002256954
36,-0.08730747170319031
39,-0.051159728814889414
43,-0.14049378432874673
44,-0.027017884238571394
45,-0.1070571663473697
50,0.02255755384582264
56,-0.12256128656216204
57,0.0771930427451671
60,0.027982076234005525
62,0.07116363556176389
68,-0.052130808965994375
70,0.0555053281916706
74,0.054083334503489344
75,-0.011860874159085913
76,-0.056032712518425266
78,-0.067155036742139
81,0.05213924666887237
85,0.09768213344708794
93,-0.026388376899092982
95,0.07381392039319094
97,0.07432761896638063
99,0.06783438768334991
112,-0.026327783405803083
116,-0.06794801287165232
119,0.09318186682654821
120,0.00047625418168730394
122,-0.023604652404612087
127,-0.11537416905440416
137,0.0700246149428314
143,-0.032623980703098895
146,-0.037160319014646434
148,0.06458139712290702
149,-0.09280553745717278
150,-0.10456517079988248
155,0.07213908107628285
161,-0.05379362015210915
164,-0.011843597141999661
168,0.022819253526389353
171,0.010180172626363004
177,-0.12915971309871652
182,-0.04147493984845705
183,0.00839490412880649
185,-0.08596066162661826
186,-0.06310697980478779
188,0.034174050603720016
190,-0.03940316794853098
192,0.01178920435847125
200,-0.04547133905354893
203,0.0823465292525656
204,-0.012434533969466588
206,0.05282347629613845
207,0.011360387247308276
209,0.046614800290718385
210,-0.0545881810528388
211,0.0491686382553343
214,-0.03976021123765349
215,0.09821948169059426
216,0.036878708826064796
218,0.0741921631136286
221,0.06077981342878331
223,0.07605347126591613
227,0.07175019305634585
233,-0.019273514432118687
237,-0.11664900251133885
240,-0.11489154766331748
241,0.040592689983442246
245,0.04187233665392769
249,-0.03585800113761744
254,-0.015707202987035578
258,-0.0007397963981659631
260,0.07793328265753827
261,-0.15547833706404585
268,-0.060188777002165725
271,0.10483009969847654
273,0.09255221196384492
280,0.07363556111477365
282,0.07409256510546196
285,0.009222685226599104
288,-0.025310471405550178
292,0.060605620899910236
293,-0.10174651236320341
294,-0.09227869415636282
296,0.014804676376753744
303,0.08913651582564361
305,-0.0990957028495951
306,0.02678383302114198
308,0.031180775955359435
316,-0.0005073888832142259
317,0.06519121063730597
319,0.07282018054591999
321,0.04508279792082607
322,0.031838807147990186
326,0.07605165112786037
327,0.09340774784896087
330,-0.13720736608095283
333,-0.05115746549771198
338,0.09764642135617908
339,0.06520174697576667
340,0.04564358666895573
341,0.09329112561498487
342,0.041614753820398476
347,0.08290648455831165
348,-0.017244706153303924
352,0.04187244735584366
355,-0.04321701188956438
358,-0.01761225543658373
361,0.013562551532348978
362,0.02086597180780213
364,0.01714665464165597
369,-0.051410211678847725
371,0.02207982142703262
381,0.1125305823546978
383,0.04531315610289007
387,0.03884459408165782
389,-0.031800084545751596
397,0.029492752224581958
400,-0.06544021019071114
402,0.042849947842455154
403,-0.03675826311012041
407,-0.0676068871634967
415,-0.0535287415739847
417,-0.05408715984694536
426,0.04820459300690959
429,0.11944807644419228
432,0.06474296114193222
434,0.033208387442997055
438,0.03670738193327689
440,0.02006478348040744
