id,x_e_out [-]
4,-0.01228115177507717
7,-0.09907373092948454
10,-0.04192901437458418
12,-0.004273458201659555
23,0.03989392332172826
27,-0.1187935086506072
34,0.0781333700247735
36,-0.08757570492729681
39,-0.04891328401910992
43,-0.13040727545417008
44,-0.048740378071462476
45,-0.10322937523001909
50,0.01456656367085969
56,-0.11522049572520507
57,0.08044665467400926
60,0.03903214242129634
62,0.06951857279352888
68,-0.0604391128381228
70,0.11061761388823417
74,0.052568306985353974
75,-0.014598837863169829
76,-0.0541862133167109
78,-0.05642915791657285
81,0.05711262447525819
85,0.09935083659514032
93,-0.01996750397693042
95,0.07349848589350985
97,0.07365084938206448
99,0.06661375316200022
112,-0.044340136218203104
116,-0.08083369904417839
119,0.09226209053336193
120,0.0146594078732926
122,-0.023754562022852532
127,-0.14749013379675827
137,0.06459985560996688
143,-0.020290559236670672
146,-0.039133121219624534
148,0.05517098770254267
149,-0.11324166375501643
150,-0.0938485869602679
155,0.06900170877342468
161,-0.05011867974847637
164,-0.004894489821494103
168,0.02995146803597948
171,-0.0006651770103912109
177,-0.12837895088412596
182,-0.04551839299664212
183,0.010545460483406335
185,-0.07270037915449083
186,-0.06887766293518714
188,0.03144351498856028
190,-0.042431475591013984
192,0.008048561820654533
200,-0.04688462137341393
203,0.07836629902103151
204,0.018764661430906222
206,0.048590826826957326
207,0.008098842200424183
209,0.044052815940302366
210,-0.052855040124012674
211,0.03768439332700052
214,-0.042310192427891156
215,0.10230389447096708
216,0.027843557231882823
218,0.060345253913741695
221,0.06016714346677211
223,0.093364793943675
227,0.07051912220914518
233,-0.01613701866967416
237,-0.10795241428522792
240,-0.09480660251237137
241,0.04024189562347219
245,0.035832235333453276
249,-0.04137754005713194
254,-0.01899770198115294
258,0.011071177784894122
260,0.07857658477924889
261,-0.12586604134822324
268,-0.07482656534513385
271,0.1126172154350061
273,0.0910348861217874
280,0.06871884212429791
282,0.07939041551492138
285,0.01650140216297697
288,-0.021528420875460676
292,0.03790386254101617
293,-0.1050805445948143
294,-0.0936155651653858
296,0.01584981116676626
303,0.09026149489793911
305,-0.08692395518805017
306,0.03873518441964336
308,0.019869322509038854
316,0.010725087447625226
317,0.06273397569659565
319,0.08489202388486883
321,0.022922467428978747
322,0.025184419626226962
326,0.07526976674492503
327,0.09796442628525376
330,-0.1303953482760894
333,-0.054030552082631196
338,0.08738274475667535
339,0.051894468568909495
340,0.04709828928630336
341,0.09199716031215374
342,0.03643676698647212
347,0.08855756883257454
348,-0.020642990478102717
352,0.03759536337868215
355,-0.04276146833367172
358,-0.01902689946675298
361,0.013258130147383026
362,0.022296612559208156
364,0.0353660172406752
369,-0.04524803969897399
371,0.01905634014383413
381,0.10459104187690534
383,0.036065320684421504
387,0.038055664928555666
389,0.012529943407834357
397,0.05228466968648674
400,-0.06267345523504143
402,0.014240647845089148
403,-0.03563468455618126
407,-0.06921550800675122
415,-0.05062065234652454
417,-0.06370998940809372
426,0.04762772191466027
429,0.1460629759582311
432,0.08163161583503302
434,0.03259541974827174
438,0.040013163070663015
440,0.018540946252219345
441,0.07003924720028211
449,-0.007147943114386204
450,-0.047435844346277
455,-0.05214913076967644
456,-0.04010945414597735
458,0.05176358318986642
459,0.02575189116489284
460,0.09742263922508299
461,-0.01845269758877583
462,0.13980783687145237
466,-0.22729330009126758
468,-0.00706279232862181
469,0.06649781182690606
472,0.04137578975553609
475,0.004452159942050111
477,-0.06280313174834723
479,-0.056988900345782675
486,-0.08069449524871516
487,0.05908334698039544
488,-0.11540818253510997
489,0.03244998537792113
491,0.08954231673403334
495,0.0394755240739971
502,0.07583163476013491
503,-0.06537916760202137
504,0.07047958962832618
506,-0.05216746307038491
510,0.03867803682281684
511,0.026308996641943066
513,0.06938797274235395
515,0.012340055083224217
516,-0.09086406138207792
517,0.056035298908930754
521,-0.042596754091953765
522,-0.04208057404210378
525,0.06182728011178515
527,-0.032138840575200806
530,-0.07127282614238133
531,0.0752178106239283
534,0.09209030504307475
539,0.05656734840048744
541,-0.056678535407957746
542,0.0013250637860397186
545,-0.04232439458558169
555,-0.05107405866110721
559,0.03807376395978925
562,0.11102409384664608
567,0.01098882371033856
570,-0.010344501602541082
571,0.004062013552153259
574,0.010524983255621609
578,0.11812563344453532
579,0.029511077626087352
582,0.06150932832399766
584,0.040698187584498655
