id,Age
74051,7.369126066885076
74052,7.900279011171927
74053,10.264369025568204
74054,9.224143464664369
74055,7.332395647323251
74056,12.267786368752656
74057,10.920487526432481
74058,7.969755693510644
74059,13.024982698239928
74060,9.970274835349212
74061,12.771141784746728
74062,9.998504925938107
74063,4.046187936844854
74064,11.867578815205018
74065,5.048302527233534
74066,5.983703895504716
74067,10.913512750702134
74068,12.299533549585
74069,10.397744603689537
74070,10.096292008769042
74071,15.585953526718887
74072,9.003367006228178
74073,8.404242390719247
74074,9.030390688865142
74075,12.15284589495258
74076,9.086763176510766
74077,12.035441436229073
74078,10.901939412452265
74079,8.870523466453065
74080,10.921976511043042
74081,10.642660718137694
74082,10.710768551647318
74083,10.137553279053899
74084,11.661337593621647
74085,10.641183582027475
74086,6.946068652599773
74087,9.11095781402987
74088,10.563779110756775
74089,8.661244984379014
74090,9.33798048978981
74091,7.583097036049908
74092,9.645550013567625
74093,10.048859503298173
74094,9.899697328050335
74095,17.09180454518281
74096,11.799736033282223
74097,6.0518427317213845
74098,5.968358847198901
74099,13.992615218364918
74100,9.955992379664718
74101,10.855012376372423
74102,9.010084687020772
74103,11.000357900964122
74104,9.852488152841406
74105,8.200849383720238
74106,10.9438437973315
74107,9.387901847384232
74108,5.0421527490241935
74109,9.080477584497762
74110,5.2906888453889795
74111,10.47167401315038
74112,6.923407632225628
74113,8.095323952927448
74114,10.507562133984237
74115,9.208984858312826
74116,10.232725203631032
74117,12.388203192701374
74118,10.091298317830784
74119,8.63992243300632
74120,16.51010554473353
74121,9.766529191470292
74122,6.933712046842165
74123,11.641297249172018
74124,4.928738525984251
74125,7.023596499563889
74126,6.986193723375388
74127,11.909724618809301
74128,10.451193081242772
74129,8.962778465099166
74130,10.03934940576544
74131,10.220070736828347
74132,7.185696659090231
74133,9.86951300629973
74134,11.021648409636004
74135,4.485516002148216
74136,6.132016924094342
74137,5.142736327329967
74138,16.787866338203163
74139,10.4965923329141
74140,13.829382551273804
74141,9.05445564128782
74142,10.40680425585996
74143,15.15470971098497
74144,14.887388287812906
74145,10.872436535942992
74146,7.856355231322199
74147,9.81004718511635
74148,5.291312875617078
74149,10.325431763695358
74150,7.910853425218107
74151,8.856996283037768
74152,13.28177663757997
74153,10.430710143098636
74154,7.726410715960034
74155,6.032794967618666
74156,11.170509828724587
74157,10.678778292354192
74158,11.96811155102414
74159,9.878514509150765
74160,12.502135445670877
74161,9.858989557076175
74162,9.410419524347173
74163,9.665493640738665
74164,9.527186526676173
74165,10.126708350998463
74166,8.962457142374523
74167,10.926449389811513
74168,10.093600938230177
74169,11.119291055009771
74170,10.08539888071592
74171,12.503018781013266
74172,11.123486565438705
74173,7.238258029369021
74174,11.056656253652372
74175,9.495919467394632
74176,9.250831141238663
74177,10.566243313889514
74178,11.714277865801755
74179,12.508857782293793
74180,5.8446608385838275
74181,8.180511562389363
74182,10.14933433880841
74183,6.988055940742536
74184,10.956687346002571
74185,11.512576567281611
74186,10.021224064089479
74187,9.583857686074776
74188,12.302465794786942
74189,5.851511863237912
74190,8.979687174983955
74191,10.287464935357981
74192,11.28695671354297
74193,8.905350709014234
74194,4.185673603876036
74195,11.50231161537285
74196,12.432991242823693
74197,10.062230092899503
74198,6.700820993893808
74199,9.509028070693372
74200,10.60018483487847
74201,8.456846480286199
74202,11.017413583819707
74203,10.747431866116653
74204,10.856964649116378
74205,9.850527346030045
74206,9.013184588218174
74207,8.857306133769095
74208,11.229946307579812
74209,16.455568093805198
74210,10.48261531947956
74211,7.013177416339323
74212,9.015170300012754
74213,10.427897695967365
74214,12.433678379035282
74215,8.108196637758175
74216,7.077662851933418
74217,15.545232209972482
74218,10.65629221317633
74219,7.9852093671851545
74220,15.011933118314397
74221,7.9756493773507575
74222,10.042973178212929
74223,9.731395790252884
74224,8.732268220171012
74225,10.352505334765109
74226,9.9222261085925
74227,10.971396750097961
74228,4.2599828989424
74229,11.501140705632787
74230,10.103043487679683
74231,7.889143765696309
74232,10.369824283538009
74233,6.032642739286346
74234,10.10913812237084
74235,11.033466133273155
74236,7.857266280771077
74237,8.92613167032923
74238,10.41597891125644
74239,6.040461422600659
74240,7.425651930997255
74241,7.8062186580230986
74242,12.743828540118725
74243,10.07358527906613
74244,6.910095955600852
74245,10.176993822913946
74246,9.875933949223871
74247,8.757489345354763
74248,8.812680131968815
74249,14.905635192238634
74250,10.298477873661664
74251,13.669667837256142
74252,7.931321558608069
74253,10.91375944271761
74254,10.325019533952569
74255,10.208814481337702
74256,10.634181798284605
74257,12.35951343001292
74258,4.069538432921585
74259,10.790700743141945
74260,8.510155016336515
74261,7.062986178676558
74262,4.900259720687373
74263,10.950987718658755
74264,10.254949423787323
74265,11.13934084686774
74266,8.209331080902754
74267,10.820593480115624
74268,6.916693950422809
74269,7.801538928334355
74270,8.269891876841005
74271,10.984923984113157
74272,15.837455932114901
74273,6.9166102748727685
74274,12.923558151177431
74275,8.525429492066351
74276,7.90108544825668
74277,8.783680344017345
74278,13.47549809193821
74279,10.70535222855155
74280,11.143390530027466
74281,14.43879665193918
74282,12.61301743867559
74283,10.972893040434057
74284,7.71614582385549
74285,7.133389622421737
74286,10.55363279727898
74287,10.69750635522232
74288,11.410752207598922
74289,7.858675517750032
74290,10.601983207933182
74291,11.69881350428905
74292,9.400709585023703
74293,7.288729863836139
74294,10.243322895233893
74295,13.299225678132766
74296,11.060738261927252
74297,10.414473621487414
74298,16.027357885559216
74299,10.919357222814943
74300,9.929693075965105
74301,10.024647719807742
74302,9.94553931772958
74303,9.34969143345108
74304,11.139477021006659
74305,8.990159625926019
74306,8.606128695354323
74307,7.868755150223242
74308,10.861579723880809
74309,9.808740575644464
74310,18.03091843629334
74311,8.29146007683843
74312,13.216268516142316
74313,10.933901320495995
74314,10.526488981879544
74315,9.205219396410275
74316,9.999487355091912
74317,9.908285465885161
74318,11.51777858911272
74319,11.625237753405012
74320,7.693894670142086
74321,8.933911477343482
74322,12.892270614243785
74323,10.728695707881228
74324,12.549127751540567
74325,8.520016843408253
74326,9.04986674448298
74327,10.62468023861176
74328,11.404862278708425
74329,8.942577943699238
74330,8.315571294614369
74331,5.555144034855801
74332,10.099318084196723
74333,13.53862781806917
74334,12.289916063722861
74335,11.133284936092352
74336,8.618175563526275
74337,8.950600496496108
74338,9.310716967561351
74339,9.556918561570232
74340,8.845075512836715
74341,8.808767468792686
74342,8.010002943165915
74343,8.295184743377334
74344,10.166749342637312
74345,10.056467377965788
74346,7.0578657723449485
74347,12.745833648989182
74348,10.02235702364899
74349,8.886195905239308
74350,10.593672291976983
74351,11.486566056356759
74352,12.515256760410784
74353,9.824404069738955
74354,12.046121888131797
74355,6.93885980579484
74356,5.962904860187523
74357,9.711995354850968
74358,6.971737236585403
74359,8.394681074392398
74360,8.793276232286242
74361,10.447662677019448
74362,8.067952388132225
74363,9.495273898503005
74364,9.893598742338378
74365,5.215366685352146
74366,4.979558537990452
74367,7.373394756883928
74368,8.0112111204246
74369,8.54386173819392
74370,10.942595064080885
74371,10.593676821140178
74372,10.02652892619209
74373,11.116004644360922
74374,8.995098639104096
74375,6.980323551774836
74376,10.777680722545519
74377,9.627220673847054
74378,14.098551191668895
74379,11.441715901180388
74380,9.769433323437752
74381,8.838363485394238
74382,11.049633226156862
74383,7.915099214279084
74384,9.857045620852848
74385,9.466474824801594
74386,13.424178261913156
74387,11.261094531201891
74388,7.093748848647363
74389,8.968715696641743
74390,6.494253837364606
74391,7.990903497838373
74392,8.954945255551268
74393,11.54170013141389
74394,7.978733047714735
74395,9.177451364393036
74396,9.404221353069895
74397,7.003442587554329
74398,9.703268021589968
74399,11.048937331129064
74400,11.768158466457313
74401,8.687552424380096
74402,8.710215771002916
74403,10.497417563927819
74404,7.06084200733873
74405,16.780998277584786
74406,5.01669625992203
74407,9.02864467406515
74408,9.977144533128747
74409,13.481559181150141
74410,9.991226344140554
74411,10.613363553308822
74412,11.08849632045557
74413,9.201591129458452
74414,10.762264612735546
74415,13.419422563949007
74416,10.465060761123668
74417,17.023815143917552
74418,8.576396686523527
74419,10.14088808088861
74420,10.165005656129452
74421,9.02133919949696
74422,5.103607526611542
74423,9.476855032535859
74424,7.961599743120405
74425,7.274879037396211
74426,10.252125860714658
74427,9.693826848253428
74428,9.691129034193509
74429,15.411558404665874
74430,5.96326591221897
74431,5.132357338955906
74432,10.236609438128726
74433,14.12513926475539
74434,11.596456129838991
74435,10.969675408889549
74436,12.154611727558441
74437,10.332790531611172
74438,10.429454381633334
74439,7.962201903164751
74440,10.955447956256382
74441,9.485166959988243
74442,11.016351262228051
74443,6.948665259677568
74444,8.94746230017104
74445,11.32355079643305
74446,12.551066502929803
74447,9.144315700851967
74448,4.6199151611030675
74449,6.914623218800055
74450,9.937681766904904
74451,14.301195518489385
74452,10.749786427950058
74453,6.443269813838603
74454,9.862269717575884
74455,8.047394699169061
74456,10.964677748452806
74457,6.97161000538137
74458,7.216497621076456
74459,9.732162413212873
74460,7.93839660059672
74461,12.537558339169184
74462,8.500446202204959
74463,10.409865687561702
74464,13.307134736904638
74465,5.095387605046394
74466,11.036490585938358
74467,11.055171195549926
74468,8.550802162985685
74469,9.676631536384551
74470,11.115974412124398
74471,11.666061072216866
74472,12.219886985289435
74473,15.204956330965251
74474,5.033522062607437
74475,10.606093051180348
74476,10.187605561856097
74477,10.474305562290592
74478,8.998850386727273
74479,15.329630697444248
74480,9.760018906037871
74481,7.933925038729539
74482,9.234656866797035
74483,9.295648039228418
74484,11.251192259676461
74485,15.305239807653944
74486,6.888058268852513
74487,4.886835034121082
74488,10.100434373390295
74489,7.559296495811301
74490,6.973370047808859
74491,9.421224408858128
74492,6.504201251356823
74493,9.80716021942241
74494,11.07965334348424
74495,12.277069932247201
74496,5.142402683299869
74497,9.961103800921956
74498,9.992458669631812
74499,7.9930489168051455
74500,9.282070873802486
74501,9.339480932915885
74502,10.3410241319954
74503,9.449475275243229
74504,12.1832180598194
74505,9.200580779770416
74506,9.70723063231126
74507,9.201539273850871
74508,6.919602700391617
74509,14.184771737704489
74510,10.536007250484621
74511,10.978443574079503
74512,9.535304113210596
74513,11.342820705198045
74514,9.818479492603421
74515,9.449257449140429
74516,5.961171272602222
74517,8.276910945580065
74518,10.799655547825806
74519,9.845787055047158
74520,5.878388665303736
74521,8.869733374284369
74522,10.172637099167469
74523,9.970511687401125
74524,8.524741784659387
74525,6.998880797293813
74526,7.883271435490796
74527,9.544264514214778
74528,9.750268445598369
74529,8.938420433450764
74530,8.992770006190558
74531,10.241388663112788
74532,9.383749104196195
74533,9.872290241139192
74534,7.012013138848128
74535,11.902546581351597
74536,5.16129986821648
74537,7.032003715846868
