id,SalePrice
1461,116839.20364830944
1462,157827.96334481656
1463,176827.06988431243
1464,184755.23263895066
1465,195784.54062579045
1466,179768.4120910652
1467,169056.38961304244
1468,170458.80634986618
1469,189448.65127060004
1470,116670.07861033619
1471,189548.6629225127
1472,94664.22818891257
1473,92997.67575230758
1474,153051.32895013233
1475,129757.36881450919
1476,373339.60050405626
1477,252010.03655734425
1478,309135.8304827809
1479,267573.6296793031
1480,452851.1484642423
1481,309106.1589964521
1482,210666.78588504496
1483,174256.5147951078
1484,174387.27873687298
1485,184297.50726165867
1486,198443.96159201916
1487,326483.9277482167
1488,239124.77568452738
1489,203627.82857983361
1490,210951.43509194264
1491,193936.41519358056
1492,92836.06367367168
1493,191004.34167312027
1494,296039.26784876466
1495,291386.31540523143
1496,232763.6163163896
1497,183451.69023691965
1498,154730.06281271813
1499,153764.79457210816
1500,149994.74584767575
1501,182864.78118577643
1502,159125.0733442857
1503,293894.09549625585
1504,233057.02564756328
1505,215418.6486817629
1506,192282.75910162076
1507,229606.03103914016
1508,199459.09970214628
1509,163767.41880422004
1510,149272.03386884055
1511,149435.18538154112
1512,170877.7189000299
1513,156343.1445658584
1514,159999.26159882397
1515,185763.07136194722
1516,159850.9846582647
1517,156957.0544700394
1518,127672.33436866396
1519,221570.3525721384
1520,131258.67796994132
1521,135479.5470903912
1522,174484.14962226342
1523,109265.84459441349
1524,123687.71301836502
1525,117655.13222990283
1526,117470.32293527236
1527,100423.98700132688
1528,128567.61311383727
1529,144728.0031582188
1530,183460.3752472572
1531,134672.70391832947
1532,106123.35706309327
1533,147836.0233172096
1534,118676.11323912373
1535,151753.39767936672
1536,108562.29206558916
1537,60178.55538805757
1538,174178.67255557192
1539,229382.95835726662
1540,116943.67623968779
1541,147388.67185157948
1542,138464.09132160936
1543,209827.40443880472
1544,79374.40820378652
1545,111413.75115897863
1546,132071.96311369128
1547,134656.48667504883
1548,138608.04747530175
1549,114854.26033366054
1550,144855.120187256
1551,114316.38245092817
1552,152240.5013025575
1553,148973.76895540254
1554,114371.65899454756
1555,162398.98354355068
1556,89475.95090865355
1557,119649.01362163539
1558,97185.19594085903
1559,109409.45962123376
1560,142973.3827384368
1561,148975.36998436347
1562,125932.22266024518
1563,125242.68623026449
1564,155289.05257159853
1565,152955.65938293378
1566,229820.07604961933
1567,74124.56643899287
1568,226416.9177551983
1569,134420.6489972353
1570,132093.85728428213
1571,118685.4085686456
1572,143066.1754679701
1573,237629.42942391615
1574,120830.67165546869
1575,217441.3904619687
1576,226168.32592575438
1577,199755.1176910112
1578,154650.96369092938
1579,134061.20926117006
1580,190858.4331264843
1581,148462.36351478053
1582,130029.44851439983
1583,313928.4363447554
1584,234144.5819709055
1585,135768.64632073618
1586,62306.01810033159
1587,106631.7027564703
1588,154503.42428555817
1589,100430.53761079768
1590,128482.65426368006
1591,99933.67239867737
1592,124719.01659762558
1593,126362.41336093051
1594,136421.75366653156
1595,118479.28958789857
1596,227516.42164112758
1597,177339.49755771222
1598,192313.45115928454
1599,206936.6200110267
1600,190043.66057593693
1601,64499.10334996818
1602,115907.79804438357
1603,90843.6208959268
1604,279570.91348614945
1605,249822.48530740757
1606,162341.78957764324
1607,170841.03948392835
1608,218511.18116890674
1609,197729.57011345355
1610,156251.54732423474
1611,146351.64621407902
1612,163512.01757192516
1613,162661.86019148806
1614,125681.4103370568
1615,90245.38654919714
1616,77312.65803135624
1617,84539.59064715279
1618,123874.27596745326
1619,138454.07147183153
1620,156684.66436848007
1621,134379.11172271564
1622,154912.5608006545
1623,288116.1664980539
1624,212254.36240642332
1625,126657.11284525027
1626,175181.42256949225
1627,186673.18681644133
1628,284165.0338118573
1629,177168.9763628425
1630,344112.0640146197
1631,226960.02980415392
1632,243529.55423675606
1633,179198.62699104965
1634,186209.82162883063
1635,178953.1063035645
1636,155253.42282513264
1637,180318.0267461557
1638,207938.43229554934
1639,181736.7891964451
1640,249417.42840446017
1641,183158.93978345406
1642,234742.97639372083
1643,217998.3922648351
1644,227035.20887377465
1645,184755.34576644885
1646,156603.73945958295
1647,162432.06899099096
1648,137621.17098293206
1649,135717.25713698257
1650,118986.89887476987
1651,119398.84902472801
1652,96031.2214878751
1653,98927.62465021177
1654,153578.6458134161
1655,149306.68483013884
1656,148282.87222848515
1657,154456.35143293234
1658,153624.69808127393
1659,137374.9577739191
1660,145062.91770539052
1661,428044.21943081054
1662,382217.2485650058
1663,373836.156742373
1664,454425.80667443486
1665,317287.39047935075
1666,331962.86989855167
1667,360317.47213066724
1668,333773.73379463784
1669,306050.26792415
1670,340844.6147705906
1671,258752.63561784814
1672,447500.64714199305
1673,299239.92689414124
1674,250230.76339782917
1675,188380.69919408043
1676,193063.14527238475
1677,211058.13540707921
1678,458781.7820301242
1679,379193.41871749953
1680,328710.32045674184
1681,276113.8382978036
1682,308058.3860372743
1683,188342.4537848656
1684,172374.6859449012
1685,176792.86032030897
1686,168561.68155506937
1687,172364.98497496537
1688,188172.45652707398
1689,194297.9630922149
1690,191534.6797330102
1691,181109.24174131182
1692,271309.1510022118
1693,173989.48784591223
1694,187384.42892920412
1695,171211.25527471
1696,262628.25792112015
1697,176006.92426342357
1698,336984.587209786
1699,327631.1568568487
1700,247950.1848023938
1701,267536.93005017145
1702,247257.33254651655
1703,245415.193966105
1704,284038.1498896295
1705,246597.304222872
1706,424417.31769017084
1707,223551.86210315558
1708,213876.88896602413
1709,268481.01611487364
1710,220785.09826952577
1711,267558.1368527087
1712,239529.96382900703
1713,257042.99461649972
1714,223612.92484654227
1715,204610.143453714
1716,174771.59340487744
1717,171805.12394266648
1718,140738.37652010037
1719,212015.97147793137
1720,247746.2800665187
1721,164169.7040831208
1722,126676.04281166669
1723,155002.9409382911
1724,214195.49492354694
1725,235520.87216497006
1726,187438.19354505374
1727,161357.59331885804
1728,184462.57064370217
1729,165110.09312921052
1730,163111.56156064806
1731,125619.10032931528
1732,131614.94026787335
1733,120476.28910694376
1734,126637.31669438322
1735,127881.19531273433
1736,107131.58899192931
1737,346205.2190412067
1738,228665.79530235528
1739,263985.1119590741
1740,189773.53457912538
1741,176350.79766112854
1742,175920.13950212635
1743,177641.93103956475
1744,318814.29506259324
1745,232584.54031565212
1746,253596.22170154154
1747,219459.28593945687
1748,211222.7182556685
1749,148301.5269436644
1750,141352.24407174633
1751,236482.16672813846
1752,118820.34261192335
1753,146711.12461386793
1754,211137.49072050772
1755,166783.46071894374
1756,129213.1163880767
1757,119747.085853568
1758,149274.24650353251
1759,170503.38406335353
1760,158590.3064777054
1761,150519.93840584034
1762,181940.60585299743
1763,173685.1409335377
1764,115623.7367624974
1765,172911.55778059704
1766,176541.16718570818
1767,209439.52239402
1768,140368.5162277429
1769,166843.67649502706
1770,149149.67566666962
1771,129011.8787618926
1772,138567.72291736904
1773,133627.4512870168
1774,143294.5630305144
1775,138861.03950428928
1776,128868.26339995873
1777,117264.94071761257
1778,138356.96514420013
1779,121874.88445040851
1780,178697.52962207227
1781,130636.6544938071
1782,87571.09472325923
1783,137497.64877759258
1784,98374.44513712125
1785,119946.50563553644
1786,146865.23769954804
1787,170684.80420495442
1788,52230.95892373952
1789,97347.60261815577
1790,78255.90898332077
1791,187672.94237491747
1792,155805.46147287262
1793,135321.35637569948
1794,152970.05321434385
1795,134147.53229385096
1796,124396.84261715587
1797,118215.92948723199
1798,123496.25062159903
1799,111227.10257062422
1800,122010.17970577971
1801,124971.14707549626
1802,145399.40886207114
1803,157292.5568703024
1804,131014.43784408657
1805,135731.0733314601
1806,115412.2041077863
1807,158610.3301351578
1808,120465.128283604
1809,130811.72126818464
1810,146175.59000494666
1811,106707.31208845826
1812,112827.9001477838
1813,122038.92080538794
1814,100531.48383575065
1815,51308.23000373028
1816,100800.28154942214
1817,121007.33740954795
1818,149111.41529281772
1819,119194.50666281216
1820,68423.91498809808
1821,120028.57625070152
1822,156126.13248252077
1823,54799.492957154
1824,139669.48388634986
1825,139411.9516555533
1826,100022.62326994874
1827,106286.77452686359
1828,137398.0683520752
1829,127858.87680439919
1830,149424.72966270254
1831,165907.66409843552
1832,100502.493254476
1833,154190.11109390983
1834,124812.36364134442
1835,151543.84701665016
1836,127893.02901820547
1837,88165.65257919552
1838,126292.08427207272
1839,95844.11188370018
1840,164458.66798155688
1841,142917.1328407566
1842,91297.83352818113
1843,135333.2768296958
1844,138384.1655921127
1845,141853.94274092067
1846,149330.17530884504
1847,158550.93506440698
1848,53778.23883081114
1849,119533.53122607867
1850,126267.09482777947
1851,149619.83645156655
1852,123806.27510288091
1853,129511.13692728618
1854,168979.77751945614
1855,143005.03322005217
1856,225114.6542995205
1857,153605.81120913246
1858,139639.05618621872
1859,119390.00777873803
1860,144315.45169378075
1861,119362.17453557206
1862,287405.6526803128
1863,279023.335494845
1864,279029.4285058268
1865,336584.23773773125
1866,333659.92661655904
1867,236295.80538284476
1868,301800.96322190197
1869,199829.3182877356
1870,240454.56897942012
1871,261895.02750916927
1872,173008.6435436411
1873,233487.86262165615
1874,137327.65189036852
1875,200072.79952055498
1876,192903.50787723332
1877,208052.50778816055
1878,206923.32947015238
1879,128375.42401100218
1880,130569.60981185704
1881,238348.5124117086
1882,253284.35079947987
1883,195434.784437638
1884,212903.81255164288
1885,249208.85310837766
1886,300015.2945406865
1887,207929.41161651257
1888,267889.28184649744
1889,165706.4977176131
1890,126208.32919168058
1891,132777.97503340247
1892,102433.79735406289
1893,133010.21937593914
1894,125660.37512482365
1895,144024.26494982175
1896,122924.25547911949
1897,110729.09110321442
1898,105303.45163884689
1899,143440.28240762439
1900,151987.8035976242
1901,168728.18165944528
1902,140288.25369496926
1903,228574.84641098755
1904,139034.8542246175
1905,184031.42145511942
1906,152118.609207114
1907,202652.8961932308
1908,113072.16130395922
1909,133917.32477474993
1910,123407.19389619828
1911,200153.7990886868
1912,274198.200068413
1913,151223.3576597129
1914,63405.59416947033
