id,SalePrice
1461,120092.6316728596
1462,156360.15506705592
1463,177692.71751356949
1464,183430.84366518076
1465,199557.68975319187
1466,181331.14247882078
1467,171301.40222688505
1468,171078.77842087168
1469,195783.90364081765
1470,119619.37545192397
1471,191662.4552346368
1472,94195.80246151098
1473,93733.43282205693
1474,152370.59991395837
1475,132550.27439354217
1476,387419.58173106425
1477,262396.08963542915
1478,312253.72737781034
1479,273848.9579505601
1480,463487.65646309167
1481,322427.9875785316
1482,213909.91395232812
1483,179220.98830416604
1484,174779.8507499355
1485,189149.83261559033
1486,204563.41668308782
1487,328792.57314060605
1488,238041.65257454404
1489,209377.17567306213
1490,213058.95702341307
1491,198032.45926522595
1492,97472.96921526287
1493,193781.77583345035
1494,314153.9562339146
1495,298584.3629714968
1496,232369.7986708676
1497,186540.92726741897
1498,155826.3725690803
1499,158861.8833526936
1500,152068.7002281231
1501,184578.59091440064
1502,159137.81120177332
1503,302698.89819451683
1504,234080.48789898527
1505,220129.0965099501
1506,187231.2915693204
1507,235639.88364342108
1508,202831.68734699793
1509,162804.0883453711
1510,148515.76482481862
1511,153496.0693855302
1512,170705.72513140153
1513,156245.82677318886
1514,162498.82783278835
1515,189879.60905582845
1516,166230.4697594323
1517,162558.3466035473
1518,127170.24440137362
1519,226819.56031957097
1520,135261.29399612246
1521,137103.0098547909
1522,174914.85373726752
1523,110735.06187254412
1524,122211.82567825937
1525,123352.65091226122
1526,120656.77329053027
1527,105157.83055711129
1528,126848.17858685691
1529,143731.39366895144
1530,184411.3630905299
1531,139198.02373788768
1532,108807.78574462498
1533,152024.4380938844
1534,115554.40467300934
1535,159534.47859116294
1536,109016.78820668704
1537,69209.66054454137
1538,182342.527334228
1539,250854.0869593448
1540,115060.82736894267
1541,142018.75949458117
1542,137754.45810390866
1543,223100.5910383171
1544,84099.28284380045
1545,114002.90611843161
1546,135496.00254595283
1547,140809.06273860522
1548,142546.28991351716
1549,121924.95941142239
1550,145120.28564285333
1551,113972.75626468891
1552,155567.5859661194
